;Id;Immobilisations incorporelles;Immobilisations corporelles;Actifs financiers non courants;Stocks et travaux en-cours;Créances clients et comptes rattachés;Trésorerie et équivalents de trésorerie;Total actif;Capitaux propres;Provisions pour risques et charges non courantes;Dettes financières non courantes;Dettes financières courantes;Fournisseurs et comptes rattaches;Total passif;Chiffre d'affaires;Produits des activités ordinaires;Résultat opérationnel;Coût de l'endettement financier net;Quote part resultats des Sociétés Mises en Equivalence;RN des activités abandonnées;Résultat net;total des passifs courants;Fonds de roulement;EBIT;sales;A;B;C;D;E;scoring;Approval;RAF1;RAF2;RFD;RLG;RLR;RFI;DPC;RCP;TRN
65;66;640200;348800;117400;3843000;110000;278800;3603874;652118;182300;2696600;649800;501000;3603874;-903,2243904;119,3923189;-680,4208581;62,63477957;63,44296734;-252,7183677;916,971436;1150862,635;3582000;-183322,6167;-903,2243904;0,99393042;0,00025444;-0,050868209;0,180949167;-0,000250626;1,133526505;0;0,180949167;0,241829711;0,928556326;6,512465374;0,59833795;28,52400341;-44451,8554;0,001406143;-1,015219967
66;67;634600;39000;105700;3775000;112000;231800;4226408;694173;299700;3000;4000;507000;4226408;-702,9046544;127,2792143;-30,03227631;83,45917797;76,73040328;-348,8102798;834,77692;511083,4592;4114800;-300530,1839;-702,9046544;0,973592706;0,000197515;-0,071107708;0,164246566;-0,000166313;1,032313959;0;0,164246566;231,391;0,001656253;1029,7;85,95;6,59577105;-58158,67023;0,001202549;-1,18761046
67;68;611100;34000;4000;3209000;127000;244300;4839338;776122;290700;2783000;5000;552000;4839338;-1142,891038;123,9862237;-456,9036571;54,250512;77,94539338;-284,1055758;861,929106;557054,2505;3575300;-291966,8773;-1142,891038;0,738799398;0,000178109;-0,060331987;0,160377721;-0,000236167;0,783703539;0;0,160377721;0,278879626;0,576111857;716,06;74,26;889,7805;-40559,42209;0,001110559;-0,754165601
68;69;427300;28000;6000;13763;3170000;364300;5680582;745315;265000;3274000;20000;548000;5680582;-1263,721239;126,0108336;-96,50013373;-75,45002884;111,7742119;-255,2256715;89,52482082;567924,55;3528063;-266389,7321;-1263,721239;0,621074214;1,58E-05;-0,046894796;0,131203986;-0,000222463;0,669058223;0;0,131203986;0,22764661;0,579870161;177,40315;176,715;669,8858333;-915589,5814;0,000120117;-0,070842222
69;70;8000;20000;8000;12652;3279000;1046300;35778000;10210000;290200;3156000;58000;1124000;35778000;-6694,50079;97,64196869;159,913525;-68,09362566;101,7568364;-234,2059817;-75,12270514;1181931,906;4279952;-296992,1428;-6694,50079;0,119625245;-2,10E-06;-0,008300971;0,285370898;-0,000187112;0,287189576;0;0,285370898;3,235107731;0,08983174;74,79227586;74,57413793;1670,75;-178778,8272;-7,36E-06;0,011221554
70;71;6000;749000;8000;11743;3380000;1477800;37694000;11117000;27000;7127000;589000;1172000;37694000;-7489,149697;85,7281974;-739,7254655;-101,6979079;89,61624406;-90,28626295;-86,81880309;1760898,302;4280543;-34574,87789;-7489,149697;0,113560328;-2,30E-06;-0,000917251;0,294927575;-0,000198683;0,310000101;0;0,294927575;1,559842851;0,204701013;8,267475382;8,2475382;2280,5;-164731,6518;-7,81E-06;0,011592612
71;72;5000;785000;307000;19306;107919;1594500;39354000;11800000;23000;2021596;83000;1149000;39354000;-7080,251538;90,74972895;593,8566187;104,9125047;98,42700019;-96,44193063;442,838364;1232104,913;1638725;-30171,00127;-7080,251538;0,041640621;1,13E-05;-0,000766657;0,299842456;-0,000179912;0,227180094;0;0,299842456;5,836972372;0,053478579;20,7436747;20,51107229;45,02148534;-5563,423106;3,75E-05;-0,062545569
72;73;3000;1500000;258000;3645;123616;174000;40623000;11803000;10000;2359135;938000;28567;40623000;-7296,748249;80,35272081;1005,068185;90,87038979;84,42480221;-167,8119453;519,8690172;966657,8704;-636739;-17377,10097;-7296,748249;-0,015674347;1,28E-05;-0,000427765;0,290549689;-0,000179621;0,153947267;0;0,290549689;5,003104952;0,081164242;0,321173774;0,317287846;54,89199612;-6183,554435;4,40E-05;-0,07124667
73;74;681000;0;692000;2671;117105;156000;815200;190300;1221000;2348120;951000;28370;815200;-47,86402906;110,8855633;1165,891311;101,5727836;95,25922771;-212,4465478;541,2100591;979471,5728;-675224;-1221158,75;-47,86402906;-0,828292444;0,000663899;-1,49798669;0,233439647;-5,87E-05;-5,796372477;0;0,233439647;0,081043558;4,047006869;0,289985279;0,287176656;3,668236994;-893015,6078;0,002843983;-11,3072399
74;75;697000;2411;12981;4434;148532;142000;847400;176400;1030000;2447699;1069000;28855;847400;-53,62833456;117,6368941;957,4216851;82,50459253;89,93685071;-198,6752398;512,8148688;1097937,505;-774034;-1030171,265;-53,62833456;-0,913422233;0,000605163;-1,21568476;0,208166155;-6,33E-05;-4,98218275;0;0,208166155;0,072067685;4,149987019;0,275927035;0,271779233;202,1492181;-1010924,177;0,002907114;-9,562386619
75;76;645000;2062;11948;3814;1433000;169000;875200;202100;1063000;6428000;1339000;27773;875200;-574,3592789;110,5381541;108,2807752;-15,06051058;138;-158,0665417;337,4793292;1366757,939;266814;-1063684,897;-574,3592789;0,304860603;0,000385603;-1,215362086;0,230918647;-0,000656261;-3,506427388;0;0,230918647;0,031440572;8,874542962;1,19926363;1,196415235;554,9129561;-910658,2225;0,001669863;-0,587575306
76;77;4559;4244;12426;227135;1423000;2156000;845300;140300;0;6936000;1909000;15082000;845300;-2045,367815;179,1987377;-7337,464719;45,13432823;9;510,4462832;3344,06455;16991045,13;1897135;-2224,566553;-2045,367815;2,244333373;0,003956068;-0,002631689;0,165976576;-0,002419695;2,787220221;1;0,165976576;0,020227797;10,46374068;1,993784704;1,874803562;569,4752937;-253937,2117;0,0238351;-1,634945326
77;78;4556;3205;12622;170972;1575000;2189000;5369800;1032700;3003000;9963000;2020000;14161000;5369800;-3211,504094;162,3156464;-5375,127875;16,81000013;-48;256,7003191;2527,847491;16181016,81;1914972;-3006373,82;-3211,504094;0,356618868;0,000470753;-0,559867001;0,192316287;-0,000598068;-1,304167701;0;0,192316287;0,103653518;2,231554248;1,948005941;1,863366337;871,1535414;-179004,9096;0,002447804;-0,787122612
78;79;4262;12368000;4158000;174945;1523000;2674000;6096300;1007600;3521000;10092000;1471000;13646000;6096300;-3422,137119;118,4587662;-3109,08331;170,8483385;-80;167,084355;1693,059094;15117170,85;2900945;-3524540,596;-3422,137119;0,475853386;0,000277719;-0,578144218;0,16528058;-0,000561347;-1,237856047;0;0,16528058;0,099841459;1,896724243;2,972090415;2,853161115;2,669456469;-162440,8902;0,001680289;-0,494737363
79;80;4580;11938000;4141000;212348;937000;2828000;7049100;1322100;3297000;7229000;2208000;12560000;7049100;-3114,038704;112,8504139;-2406,272168;227,9972356;108,3304251;188,6117852;1599,984534;14768228;1769348;-3300226,889;-3114,038704;0,251003391;0,000226977;-0,468177057;0,187555858;-0,000441764;-1,131370699;0;0,187555858;0,182888366;1,338752465;1,801335145;1,705163043;2,064984303;-109826,8302;0,001210184;-0,513797254
80;81;1364000;11371000;4358000;383693;905000;329397;6566100;1285700;2670000;6817000;2289000;6664000;6566100;-2394,362596;65,77466866;-266,2237966;207,8327017;104,0306422;-35,62500865;1023,775966;8953207,833;-670910;-2672460,137;-2394,362596;-0,102177853;0,000155918;-0,407008748;0,195808775;-0,000364655;-1,348403395;0;0,195808775;0,188602024;1,386820182;0,706898209;0,539273482;1,859270307;-137959,4722;0,000796279;-0,427577664
81;82;1461000;10505000;3635000;462408;836000;70518;965000;289000;872000;12037000;2179000;6688000;965000;-1938,904559;72,17779963;-2635,155569;126,2611659;97,1337318;194,4321521;1593,272869;8867126,261;-810074;-874011,0824;-1938,904559;-0,839454922;0,00165106;-0,905710966;0,299481865;-0,002009228;-3,81620072;0;0,299481865;0,024009305;14,73160622;0,628235888;0,416024782;3,390921596;-157377,5246;0,005513055;-0,821738678
82;83;1452000;7289000;1159000;381953;941000;178172;937000;296000;815000;11027000;8546;6580000;937000;-1769,459318;114,5165979;-2597,77479;39,57838177;115,5916029;27,23483431;1395,409124;6588585,578;1492579;-816883,9759;-1769,459318;1,592933831;0,001489231;-0,871807872;0,315901814;-0,00188843;-0,775707798;0;0,315901814;0,026843203;11,77753042;175,652352;130,9585771;9,769628991;-194107,3165;0,00471422;-0,788607633
83;84;1325000;5878000;1275000;301407;55629;320263;1000000;302000;725000;6244;9623;6190000;1000000;-358,6450428;130,6815814;-538,9936623;188,8941477;500;-107,5092172;1375,315925;6199811,894;667676;-725489,3266;-358,6450428;0,667676;0,001375316;-0,725489327;0,302;-0,000358645;-1,410136781;0;0,302;48,36643177;0,015867;70,38335238;39,06183103;0,24176;-56614,70974;0,004554026;-3,83475515
84;85;2879000;9950000;1183000;107300;44687;3593000;1049000;310000;1547;6755;6543;35573;1049000;318,1275671;82,2741122;1794,39202;235,3253327;133,6244054;36,94420656;-982,79474;42351,32533;3738444;-1311,146545;318,1275671;3,563816969;-0,000936887;-0,001249901;0,295519542;0,000303267;4,448759038;1;0,295519542;45,8919319;0,012676835;572,3654287;555,9662234;0,267755706;51271,11476;-0,003170306;-3,089310206
85;86;2906000;9040000;1217000;128400;43192;4300000;15944000;6960000;1979;11305;13125;31668;15944000;-2092,582987;59,68434694;2187,329948;246,9315966;125,7256476;77,66128108;-1158,213683;45039,9316;4458467;-4131,267334;-2092,582987;0,279632903;-7,26E-05;-0,000259111;0,436527847;-0,000131246;0,59638818;0;0,436527847;615,656789;0,001532238;340,6927238;330,9098667;5,728270337;-7533,789628;-0,00016641;0,553485186
86;87;2296000;9582;425;126100;59311;4439000;16498000;7479000;1441;23406;4040;32439;16498000;-2155,536423;79,72324242;1107,96538;172,6560986;104,2265381;116,2383796;-585,9223754;36651,6561;4620371;-3676,259666;-2155,536423;0,280056431;-3,55E-05;-0,000222831;0,453327676;-0,000130654;0,607148607;0;0,453327676;319,533453;0,001663596;1144,656188;1113,443317;17652,72;-10043,21466;-7,83E-05;0,271822071
87;88;2188000;7421;836;10908000;118170;3391000;18135000;8419000;967;250830;3211;48635;18135000;-3076,393218;78,38269406;-1235,837585;103,9367126;5,519711218;-324,3219438;168,9824697;51949,93671;14413959;-4121,775912;-3076,393218;0,794814392;9,32E-06;-0,000227283;0,464240419;-0,000169638;1,231414895;0;0,464240419;33,56456564;0,014008326;4489,931486;1092,858922;10370,61005;-14020,33061;2,01E-05;-0,054928762
88;89;599;7407;739;12485000;97278;3730000;0;0;25445;185845;27467;46954;0;-352,1071044;139,694119;-2263,981676;60,39722183;-0,829835888;-411,8961088;488,0112422;74481,39722;16284811;-25936,80122;-352,1071044;inf;inf;#NOM?;;#NOM?;;0;;0;inf;593,8864091;139,3409546;251,4817321;-100839,9704;inf;-1,385973859
89;90;469;17338;733;13717000;143986;3572000;6034396;3542461;26389;248107;17850;41774;6034396;-1307,499546;129,7820187;-2187,406254;54,02374505;-15,10785867;-474,4165971;533,8228976;59678,02375;17415136;-27826,28157;-1307,499546;2,885978315;8,85E-05;-0,004611279;0,587044834;-0,000216674;3,800090833;1;0,587044834;14,27795669;0,044073508;976,6378711;208,1784874;5171,306958;-40194,9585;0,000150693;-0,408277692
90;91;443;33173;21185;13016000;134650;2745000;6503746;3652680;34105;248609;2755420;50644;6503746;-1330,638099;112,0612791;-2385,502584;73,36446181;-52,89017967;-328,3264545;815,6392321;2806137,364;13140230;-35547,69938;-1330,638099;2,020409469;0,000125411;-0,005465727;0,561627099;-0,000204596;2,743401702;1;0,561627099;14,6924689;0,461892116;5,768866452;1,045085686;184,1533632;-36935,09906;0,000223299;-0,612968494
91;92;512;33416;22135;22215;496032;42447;6519736;3546046;37856;49641;14860;43214;6519736;-623,26832;130,9125197;1185,045592;71,66111839;108,3697738;-263,4280174;611,4107959;58145,66112;545834;-38610,18084;-623,26832;0,083720261;9,38E-05;-0,005922047;0,543894109;-9,56E-05;0,407293717;0;0,543894109;71,43381479;0,009893192;37,73176312;36,23681023;162,4435058;-290487,5384;0,00017242;-0,98097525
92;93;145849;99164;20554;22808;434274;45155;6451848;3268471;115418;959127;51933;161263;6451848;-759,4732183;127,7903836;984,2560842;68,12597076;106,8459974;-242,8437694;634,8021587;213264,126;450304;-116305,2636;-759,4732183;0,069794577;9,84E-05;-0,018026659;0,506594545;-0,000117714;0,328242277;0;0,506594545;3,40775622;0,15670859;9,670864383;9,23168313;205,6824949;-208710,4669;0,00019422;-0,835845351
93;94;156708;110305;20823;24296;381189;49220;47813000;12158000;80059;1107371;52507;105522;47813000;-8677,748381;81,97410944;1023,26895;73,52050278;95,74272373;-255,2075823;473,6384063;158102,5205;402198;-88818,72249;-8677,748381;0,008411896;9,91E-06;-0,001857627;0,254282308;-0,000181493;0,156365866;0;0,254282308;10,97915694;0,024258633;8,659892967;8,19717371;637,0537867;-16033,42006;3,90E-05;-0,054580795
94;95;157540;313508;59418;23166;290215;53399;47378000;11286000;50796;1187916;47595;102641;47378000;-8700,60011;83,08403498;901,1500189;77,28112773;96,84503112;-247,1271085;493,8137855;150313,2811;319185;-59579,68415;-8700,60011;0,006736988;1,04E-05;-0,001257539;0,238211828;-0,000183642;0,146692553;0;0,238211828;9,500671765;0,026077737;7,706271667;7,219539868;209,9349692;-12174,84698;4,38E-05;-0,05675629
95;96;163017;157948;25963;3730;813425;18718;50802000;11675000;46256;2062350;230197;86350;50802000;-9511,425533;77,58312361;613,9335317;44,14498952;92,98547111;-238,3145935;413,8210418;316591,145;605676;-55845,00866;-9511,425533;0,011922287;8,15E-06;-0,001099268;0,229813787;-0,000187225;0,14839161;0;0,229813787;5,661017771;0,045127101;3,631120301;3,614916789;529,1125833;-31215,10272;3,54E-05;-0,043507783
96;97;1093625;109198;23955;3700;903765;81091;47588000;11297000;98486;2284676;71942;462683;47588000;-8882,23005;67,84337404;480,6501016;52,22233348;96,04736998;-204,6874371;366,3553292;534677,2223;916614;-107436,0734;-8882,23005;0,019261452;7,70E-06;-0,00225763;0,237391779;-0,000186649;0,157922763;0;0,237391779;4,944683623;0,049521266;13,74101359;13,68958328;566,9662283;-37138,67161;3,24E-05;-0,041245873
97;98;750422;100013;12144;4800;862668;29059;38116000;13023000;130430;2471580;88966;510370;38116000;-6644,050503;78,14326067;1025,115657;51,30489205;94,97836567;-222,1682244;443,2553076;599387,3049;807561;-137152,1938;-6644,050503;0,021186929;1,16E-05;-0,003598284;0,341667541;-0,000174311;0,218392472;0;0,341667541;5,269099119;0,067177721;10,07718679;10,02323359;1275,90415;-47391,84627;3,40E-05;-0,06671462
98;99;603957;1061288;163106;14400;743679;24734;37440000;12019000;201640;2551485;26600;406575;37440000;-6630,854141;80,77647009;1114,186144;59,23630675;98,64181967;-239,1979404;398,0000861;433234,2363;756213;-208351,6306;-6630,854141;0,020197997;1,06E-05;-0,005564947;0,321020299;-0,000177106;0,198323226;0;0,321020299;4,710590107;0,068859108;29,42906015;28,88770677;89,33138572;-40936,33026;3,31E-05;-0,060022446
99;100;570786;1425851;341955;28916;100800;299366;34844000;8291000;142695;179300;33100;245116;34844000;-6211,366153;89,7760569;1163,751803;115,2521195;104,714185;-230,3611157;421,7714929;278331,2521;395982;-148996,1422;-6211,366153;0,011364424;1,21E-05;-0,004276092;0,237946275;-0,000178262;0,142132655;0;0,237946275;46,24093698;0,006095741;12,96320242;12,08960725;24,7702183;-5923,334592;5,09E-05;-0,067903177
100;101;855712;1133322;255825;21876;72400;362396;30517000;6119000;17100;169100;31900;96700;30517000;-5508,563309;92,13722034;892,6325838;114,8411203;600;-201,5354379;418,00654;128714,8411;424772;-22700,70053;-5508,563309;0,013919193;1,37E-05;-0,000743871;0,20051119;-0,000180508;0,134393641;0;0,20051119;36,18568894;0,006586493;14,31573668;13,62996865;24,57969315;-4797,258108;6,83E-05;-0,075883042
101;102;1163893;810222;263880;22923;73500;533752;141644;66259;17900;210800;4553000;116800;141644;420,4042858;91,03997163;147,5732564;155,2523145;400;131,9155257;702,4389007;4669955,252;-3922825;-17570,63569;420,4042858;-27,69496061;0,004959186;-0,124047864;0,467785434;0,002968035;-33,35272852;0;0,467785434;0,314321632;33,63220468;0,138408741;0,133374039;1,049943156;63813,57399;0,010601411;1,670865223
102;103;1257436;63200;3100;501000;0;344239;126989;56818;18700;7893000;5550000;105600;126989;-542,0739659;73,76376225;-1625,841963;75,49150642;600;300,6974233;1009,329225;5655675,492;-4704761;-19315,83773;-542,0739659;-37,04857114;0,007948163;-0,152106385;0,44742458;-0,004268669;-44,68492293;0;0,44742458;0,00719853;105,8595626;0,152295315;0,062025045;2564,457419;0;0,017764251;-1,861976942
103;104;1177714;80700;7000;672000;2737000;1391436;128915;59380;0;6353000;9799000;4540000;128915;-760,220597;69,24249934;-4175,044356;27,47925113;100;655,8362013;1305,748558;14339027,48;-4998564;-829,4630963;-760,220597;-38,77410697;0,010128756;-0,006434186;0,460613583;-0,005897069;-46,26550984;0;0,460613583;0,009346765;125,291859;0,489890397;0,421311971;916,0542857;-1314098,834;0,021989703;-1,717591661
104;105;2100;113100;7800;675000;3222000;485108;178000;61600;2578000;15823000;13167000;5314000;177976;-2053,065062;52,93319662;-4867,970882;-77,65753473;-119,2647579;692,3691592;1500,073097;18480922,34;-8784892;-2580105,998;-2053,065062;-49,35332584;0,008427377;-14,49497752;0,346114083;-0,011534073;-106,8494841;0;0,346067416;0,003893067;162,8651685;0,332809904;0,281545379;2036,487179;-572816,7226;0,024351836;-0,730650541
105;106;31300;0;0;606000;3450000;328683;746223;197346;2511000;24730000;227712;5814000;746223;-3475,507381;121,2603146;-4789,766281;-289,1200847;78,24153648;1,70672474;1210,363113;6041422,88;4156971;-2514596,768;-3475,507381;5,570681954;0,001621986;-3,369765831;0,26445982;-0,004657465;-4,27911969;0;0,26445982;0,007980024;33,44538027;19,25538839;16,59413206;inf;-362321,1986;0,006133203;-0,348255083
106;107;37200;12453000;1658000;2603;2756000;352664;648108;198957;2725000;199604;129962;5098000;648108;-308,9570736;142,2508197;2012,222877;86,91802466;141,4627056;-476,9251206;-163,4124173;5228048,918;2981305;-2725451,208;-308,9570736;4,600012652;-0,000252138;-4,205242348;0,306981244;-0,000476706;-8,173925519;0;0,306981244;0,996758582;0,508504755;23,93982087;23,91979194;0,24038661;-3255921,569;-0,000821345;0,528916252
107;108;16078000;13858000;2085000;2585;17780;214800;808613;201247;3288000;303980;206427;76818;808613;858,1512511;-142,4218645;4500,109908;447,013244;137,0156552;-35,31924229;-2402,563896;283692,0132;28738;-3286999,427;858,1512511;0,035539869;-0,002971216;-4,064984643;0,248879254;0,001061263;-13,22557237;0;0,248879254;0,662040266;0,631212954;1,139216285;1,126693698;0,242315108;7562,419785;-0,011938384;-2,799697481
108;109;16376000;17556000;2461000;2062;26350;110000;905355;207902;55151;356383;143192;93647;905355;836,4972766;-147,2210441;2626,498876;461,0405704;150,2390433;245,7336003;-1963,581888;237300,0406;-4780;-54167,28168;836,4972766;-0,005279697;-0,002168853;-0,059829881;0,229635889;0,000923944;-0,06810516;0;0,229635889;0,583366771;0,551800123;0,966618247;0,952218001;0,229290939;11497,64652;-0,009444747;-2,34738587
109;110;16335000;17575000;1586000;2282;20388;93900;4047420;501253;55781;698019;1141;77590;4047420;161,5105519;-139,1908022;2505,328151;433,7454479;146,9193421;222,9887148;-2060,940198;79164,74545;115429;-55480,29865;161,5105519;0,028519155;-0,000509199;-0,013707571;0,123845067;3,99E-05;0,062622068;0;0,123845067;0,71810796;0,172742142;102,1647677;100,1647677;0,756161412;46075,13202;-0,004111577;-12,76040589
110;111;16143000;957822;24997;1668000;17016;0;3253051;1397576;69199;28100;100;85915;3253051;445,5453594;-122,4421112;353,642821;325,2139263;96,49348697;247,5058354;-873,3166496;86340,21393;1684916;-68631,01253;445,5453594;0,517949457;-0,000268461;-0,021097429;0,429620071;0,000136962;0,809450993;0;0,429620071;49,73580071;0,008668785;16850,16;170,16;57,03388407;13939,86015;-0,00062488;-1,960107161
